trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT05311176	nextHERIZON	Phase 2	Recruiting	NSW, SA	27/03/2022		IMU-131; IMU-131 + Paclitaxel + Ramucirumab; IMU-131 + Pembrolizumab + Trastuzumab; Paclitaxel; Pembrolizumab; Ramucirumab; Trastuzumab	anti-VEGFR2_monoclonal_antibody; ERBB2_B-cell_antigen + anti-VEGFR2_monoclonal_antibody + taxane; anti-ERBB2_monoclonal_antibody; ERBB2_B-cell_antigen + anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody; taxane; anti-PD-1_monoclonal_antibody; ERBB2_B-cell_antigen	IMU-131 + Paclitaxel + Ramucirumab; IMU-131 + Pembrolizumab + Trastuzumab; IMU-131 + Paclitaxel + Ramucirumab; IMU-131 + Pembrolizumab + Trastuzumab	ERBB2_B-cell_antigen + anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody; ERBB2_B-cell_antigen + anti-VEGFR2_monoclonal_antibody + taxane; ERBB2_B-cell_antigen + anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody; ERBB2_B-cell_antigen + anti-VEGFR2_monoclonal_antibody + taxane		nextHERIZON: An Open-Label, Signal Generating, Phase 2 Study of HER-Vaxx in Combination With Chemotherapy or Pembrolizumab in Patients With Metastatic HER2/Neu Over-Expressing Gastric or Gastroesophageal Junction (GEJ) Adenocarcinomas Who Have Previously Received Trastuzumab and Progressed on This Treatment	Gastric Cancer; Cancer of Stomach; Gastric Adenocarcinoma; Stomach Cancer; Stomach Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma	5011 - Woodville South - The Queen Elizabeth Hospital; Wollongong - Southern Medical Day Care Centre	https://clinicaltrials.gov/ct2/show/NCT05311176
NCT05315700	NCT05315700	Phase 1	Recruiting	NSW, WA	06/04/2022		ORIC-114	ERBB2_inhibitor,exon_20_selective; EGFR_inhibitor,exon_20_selective	ORIC-114	EGFR_inhibitor,exon_20_selective; ERBB2_inhibitor,exon_20_selective		An Open-Label, Phase 1/1b, Study of ORIC-114 in Patients With Advanced Solid Tumors Harboring an EGFR or HER2 Alteration	Solid Tumor	Camperdown - Chris O'Brien Lifehouse; Nedlands - One Clinical Research, Hollywood Medical Centre; Sydney - Sydney Adventist Health - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT05315700
NCT05325866	FORTITUDE-301	Phase 1	Recruiting	WA, NSW, VIC, QLD	06/04/2022		Bemarituzumab	anti-FGFR2_monoclonal_antibody	Bemarituzumab	anti-FGFR2_monoclonal_antibody		A Phase 1b/2, Multicenter, Open-label Basket Study Evaluating the Safety and Efficacy of Bemarituzumab Monotherapy in Solid Tumors With FGFR2b Overexpression (FORTITUDE-301)	Solid Tumors	2031 - Randwick - Prince of Wales Hospital; 2170 - Liverpool - Liverpool Hospital; 2500 - Wollongong - Wollongong Hospital; 3144 - Malvern - Cabrini Hospital; 4350 - Toowoomba - Toowoomba Hospital; 6150 - Murdoch - St John of God Murdoch Hospital	https://clinicaltrials.gov/ct2/show/NCT05325866
NCT05327530	2021-003669-36	Phase 2	Recruiting	SA, NSW, TAS, VIC	13/04/2022		Avelumab; Avelumab + Sacituzumab Govitecan; Sacituzumab Govitecan	anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; anti-Trop2_antibody-drug_conjugate	Avelumab; Avelumab + Sacituzumab Govitecan; Avelumab + Sacituzumab Govitecan	anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; anti-PD-L1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate	2021-003669-36	A Phase II, Multicenter, Randomized, Open Label, Parallel-Arm, Umbrella Study of Avelumab (MSB0010718C) in Combination With Other AntiTumor Agents as a Maintenance Treatment in Participants With Locally Advanced or Metastatic Urothelial Carcinoma Whose Disease Did Not Progress With First Line Platinum-Containing Chemotherapy (JAVELIN Bladder Medley)	Locally Advanced or Metastatic Urothelial Carcinoma	Bedford Park - Flinders Medical Centre; Clayton - Monash Medical Centre Clayton; Footscray - Sunshine Hospital - PARENT; Heidelberg - Austin Health; Kurralta Park - Ashford Cancer Centre Research; Liverpool - Liverpool Hospital - PARENT; Newcastle - Calvary Mater Newcastle - PARENT; Southport - Tasman Oncology Research Ltd - Oncology; St Leonards - Royal North Shore Hospital - PARENT; Sydney - Macquarie University Hospital - PARENT; Westmead - St Vincent's Hospital Sydney - PARENT	https://clinicaltrials.gov/ct2/show/NCT05327530
NCT05328908	RELATIVITY-123	Phase 3	Recruiting	QLD, WA, SA, NSW, VIC	13/04/2022		Nivolumab; Nivolumab + Relatlimab; Regorafenib; Regorafenib + Trifluridine/Tipiracil; Relatlimab; Trifluridine/Tipiracil	Tipiracil Hydrochloride + pan-FGFR_inhibitor; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; antimetabolite; PDGFR_inhibitor + Trifluridine; Trifluridine; PDGFR_inhibitor + thymidine_phosphorylase_inhibitor; RET_inhibitor + Trifluridine; PDGFR_inhibitor + Tipiracil Hydrochloride; pan-FGFR_inhibitor; KIT_inhibitor,first_generation + antimetabolite; KIT_inhibitor,first_generation + thymidine_phosphorylase_inhibitor; anti-LAG3_monoclonal_antibody; RET_inhibitor; RET_inhibitor + Tipiracil Hydrochloride; KIT_inhibitor,first_generation + Trifluridine; KIT_inhibitor,first_generation; antimetabolite + pan-FGFR_inhibitor; RET_inhibitor + antimetabolite; KIT_inhibitor,first_generation + Tipiracil Hydrochloride; anti-PD-1_monoclonal_antibody; VEGFR_inhibitor; PDGFR_inhibitor + antimetabolite; RET_inhibitor + thymidine_phosphorylase_inhibitor; Tipiracil Hydrochloride + VEGFR_inhibitor; thymidine_phosphorylase_inhibitor; PDGFR_inhibitor; VEGFR_inhibitor + thymidine_phosphorylase_inhibitor; Trifluridine + VEGFR_inhibitor; Tipiracil Hydrochloride; pan-FGFR_inhibitor + thymidine_phosphorylase_inhibitor; Trifluridine + pan-FGFR_inhibitor; VEGFR_inhibitor + antimetabolite	Nivolumab + Relatlimab; Regorafenib + Trifluridine/Tipiracil; Nivolumab + Relatlimab; Regorafenib + Trifluridine/Tipiracil	KIT_inhibitor,first_generation + Tipiracil Hydrochloride; KIT_inhibitor,first_generation + Trifluridine; KIT_inhibitor,first_generation + antimetabolite; KIT_inhibitor,first_generation + thymidine_phosphorylase_inhibitor; PDGFR_inhibitor + Tipiracil Hydrochloride; PDGFR_inhibitor + Trifluridine; PDGFR_inhibitor + antimetabolite; PDGFR_inhibitor + thymidine_phosphorylase_inhibitor; RET_inhibitor + Tipiracil Hydrochloride; RET_inhibitor + Trifluridine; RET_inhibitor + antimetabolite; RET_inhibitor + thymidine_phosphorylase_inhibitor; Tipiracil Hydrochloride + VEGFR_inhibitor; Tipiracil Hydrochloride + pan-FGFR_inhibitor; Trifluridine + VEGFR_inhibitor; Trifluridine + pan-FGFR_inhibitor; VEGFR_inhibitor + antimetabolite; VEGFR_inhibitor + thymidine_phosphorylase_inhibitor; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; antimetabolite + pan-FGFR_inhibitor; pan-FGFR_inhibitor + thymidine_phosphorylase_inhibitor; KIT_inhibitor,first_generation + Tipiracil Hydrochloride; KIT_inhibitor,first_generation + Trifluridine; KIT_inhibitor,first_generation + antimetabolite; KIT_inhibitor,first_generation + thymidine_phosphorylase_inhibitor; PDGFR_inhibitor + Tipiracil Hydrochloride; PDGFR_inhibitor + Trifluridine; PDGFR_inhibitor + antimetabolite; PDGFR_inhibitor + thymidine_phosphorylase_inhibitor; RET_inhibitor + Tipiracil Hydrochloride; RET_inhibitor + Trifluridine; RET_inhibitor + antimetabolite; RET_inhibitor + thymidine_phosphorylase_inhibitor; Tipiracil Hydrochloride + VEGFR_inhibitor; Tipiracil Hydrochloride + pan-FGFR_inhibitor; Trifluridine + VEGFR_inhibitor; Trifluridine + pan-FGFR_inhibitor; VEGFR_inhibitor + antimetabolite; VEGFR_inhibitor + thymidine_phosphorylase_inhibitor; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; antimetabolite + pan-FGFR_inhibitor; pan-FGFR_inhibitor + thymidine_phosphorylase_inhibitor	2021-004285-35	A Phase 3, Randomized, Open-label Study of Relatlimab-nivolumab Fixed-dose Combination Versus Regorafenib or Trifluridine + Tipiracil (TAS-102) for Participants With Later-lines of Metastatic Colorectal Cancer	Colorectal Neoplasms	2145 - Westmead - Local Institution - 0114; 2650 - Wagga Wagga - Local Institution - 0098; 3084 - Melbourne - Local Institution - 0021; 3168 - Clayton - Local Institution - 0010; 4102 - Greenslopes Qld - Local Institution - 0001; 5011 - Woodville South - Local Institution - 0002 - (Withdrawn); 6150 - Murdoch - Local Institution - 0027	https://clinicaltrials.gov/ct2/show/NCT05328908
NCT05330429	ELEVATE-CRC	Phase 2	Recruiting	NSW, VIC	08/04/2022		Bevacizumab; Bevacizumab + Fluorouracil + Irinotecan + Leucovorin; Bevacizumab + Fluorouracil + Irinotecan + Leucovorin + Magrolimab; Fluorouracil; Irinotecan; Leucovorin; Magrolimab	folinic_acid; antimetabolite; anti-VEGF_monoclonal_antibody; anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor; anti-CD47_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor; topoisomerase_inhibitor; anti-CD47_monoclonal_antibody	Bevacizumab + Fluorouracil + Irinotecan + Leucovorin; Bevacizumab + Fluorouracil + Irinotecan + Leucovorin + Magrolimab; Bevacizumab + Fluorouracil + Irinotecan + Leucovorin; Bevacizumab + Fluorouracil + Irinotecan + Leucovorin + Magrolimab	anti-CD47_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor; anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor; anti-CD47_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor; anti-VEGF_monoclonal_antibody + antimetabolite + folinic_acid + topoisomerase_inhibitor	2022-500177-13-00	A Phase 2, Randomized, Open-Label Study Evaluating the Safety and Efficacy of Magrolimab in Combination With Bevacizumab and FOLFIRI Versus Bevacizumab and FOLFIRI in Previously Treated Advanced Inoperable Metastatic Colorectal Cancer (mCRC)	Metastatic Colorectal Cancer	2065 - St Leonards - Genesis Care North Shore; 2228 - Miranda - Southside Cancer Care Centre; 3004 - Melbourne - The Alfred Hospital; 3084 - Heidelberg - Austin Health	https://clinicaltrials.gov/ct2/show/NCT05330429
NCT05332574	NCT05332574	Phase 1/Phase 2	Recruiting	NSW, VIC	12/04/2022		GB263T	trispecific_EGFR/cMET/CMET_antibody	GB263T	trispecific_EGFR/cMET/CMET_antibody		A Phase I/II, First-in-Human, Open-Label, Multicenter Study Evaluating the Safety, Tolerability, Pharmacokinetics and Efficacy of a Trispecific EGFR/cMET/cMET Antibody GB263T in Subjects With Advanced Non-Small Cell Lung Cancer (NSCLC) and Other Solid Tumors	NSCLC; Other Solid Tumors	2065 - Saint Leonards - Genesis Care; 2145 - Westmead - Westmead Hospital; 3065 - Melbourne - St Vincent's Hospital Melbourne; 3144 - Malvern - Cabrini Hospital Malvern	https://clinicaltrials.gov/ct2/show/NCT05332574
NCT05337137	RELATIVITY-106	Phase 1/Phase 2	Recruiting	WA, NSW, SA, VIC	13/04/2022		Bevacizumab; Bevacizumab + Nivolumab; Bevacizumab + Nivolumab + Relatlimab; Nivolumab; Placebo; Relatlimab	placebo; anti-VEGF_monoclonal_antibody; anti-LAG3_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Bevacizumab + Nivolumab; Bevacizumab + Nivolumab + Relatlimab; Bevacizumab + Nivolumab; Bevacizumab + Nivolumab + Relatlimab; Placebo	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; placebo	2021-003606-53; U1111-1267-1579	A Phase 1/2, Safety Confirmation, Placebo-controlled, Randomized Study of Nivolumab in Combination With Relatlimab and Bevacizumab in Treatment-naive Advanced/Metastatic Hepatocellular Carcinoma	Carcinoma, Hepatocellular	2050 - Camperdown - Local Institution - 0045; 3065 - Fitzroy - Local Institution - 0013; 3084 - Heidelberg - Local Institution - 0026; 5000 - Adelaide - Local Institution - 0022; 6009 - Nedlands - Local Institution - 0017 - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT05337137
NCT05338346	ATRIUM	Phase 1	Recruiting	NSW, VIC, QLD	14/04/2022		ATG-018	ATR_inhibitor	ATG-018	ATR_inhibitor		A Phase I, Open-Label, Multi-Center, Dose Finding Study to Investigate the Safety, Pharmacokinetics, and Preliminary Efficacy of ATG-018 (ATR Inhibitor) Treatment in Patients With Advanced Solid Tumors and Hematological Malignancies	Advanced Solid Tumors; Hematological Malignancies	Brisbane - Icon Cancer Centre South Brisbane; Camperdown - Chris O'Brien Lifehouse; Heidelberg - Austin Health; Melbourne - Alfred Health; Sydney - Liverpool Hospital	https://clinicaltrials.gov/ct2/show/NCT05338346
NCT05338970	2021-005879-40	Phase 3	Recruiting	VIC, NSW, WA, QLD	20/04/2022		Carboplatin; Carboplatin + Cisplatin + Pemetrexed; Cisplatin; Patritumab Deruxtecan; Pemetrexed	antimetabolite + platinum-based_antineoplastic_agent; antimetabolite; anti-ERBB3_antibody-drug_conjugate; platinum-based_antineoplastic_agent	Carboplatin + Cisplatin + Pemetrexed; Patritumab Deruxtecan; Carboplatin + Cisplatin + Pemetrexed	anti-ERBB3_antibody-drug_conjugate; antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent	2021-005879-40; jRCT 2021220002	A Phase 3, Randomized, Open-label Study of Patritumab Deruxtecan Versus Platinum-based Chemotherapy in Metastatic or Locally Advanced Epidermal Growth Factor Receptor-mutated (EGFRm) Non-small Cell Lung Cancer (NSCLC) After Failure of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitor (TKI) Therapy (HERTHENA-Lung02)	Nonsquamous Non-small Cell Lung Cancer; EGFR L858R; EGFR Exon 19 Deletion	2050 - Camperdown - The Chris O'Brien Lifehouse; 2170 - Liverpool - Liverpool Hospital; 2217 - Kogarah - St George Public Hospital; 3084 - Melbourne - Austin Hospital; 4102 - Woolloongabba - Princess Alexandra Hospital; 6008 - Subiaco - St John of God Subiaco Hospital	https://clinicaltrials.gov/ct2/show/NCT05338970
NCT05340374	LuCAB	Phase 1/Phase 2	Recruiting	VIC	14/04/2022		Cabazitaxel; Cabazitaxel + Lu-177 vipivotide tetraxetan; Lu-177 vipivotide tetraxetan	177Lu-PSMA-radioconjugate; 177Lu-PSMA-radioconjugate + taxane; taxane	Cabazitaxel + Lu-177 vipivotide tetraxetan; Cabazitaxel + Lu-177 vipivotide tetraxetan	177Lu-PSMA-radioconjugate + taxane; 177Lu-PSMA-radioconjugate + taxane		Cabazitaxel in Combination With 177Lu-PSMA-617 in Metastatic Castration-resistant Prostate Cancer	Metastatic Castration-resistant Prostate Cancer; mCRPC	3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT05340374
NCT05348577	CAPItello-280	Phase 3	Recruiting	QLD, SA, NSW	21/04/2022		Capivasertib; Capivasertib + Docetaxel; Docetaxel; Placebo	placebo; pan-AKT_inhibitor + taxane; taxane; pan-AKT_inhibitor	Capivasertib + Docetaxel; Docetaxel; Capivasertib + Docetaxel; Placebo	pan-AKT_inhibitor + taxane; taxane; pan-AKT_inhibitor + taxane; placebo	2021-005201-27	A Phase III Double-Blind, Randomised, Placebo-Controlled Study Assessing the Efficacy and Safety of Capivasertib + Docetaxel Versus Placebo + Docetaxel as Treatment for Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC)	Prostate Cancer	2076 - Wahroonga - Research Site; 2217 - Kogarah - Research Site; 2228 - Miranda - Research Site - (Not yet recruiting); 2800 - Orange - Research Site; 4020 - Redcliffe - Research Site; 4102 - Woolloongabba - Research Site; 4575 - Birtinya - Research Site; 5000 - North Adelaide - Research Site	https://clinicaltrials.gov/ct2/show/NCT05348577
NCT05349643	NCT05349643	Phase 2	Recruiting	NSW, QLD	22/04/2022		AMB-05X	anti-CSF1R_monoclonal_antibody	AMB-05X	anti-CSF1R_monoclonal_antibody		A Phase 2, Open-Label, Adaptive, Dose-Ranging Study With Long-Term Extension to Evaluate the Safety, Tolerability, Efficacy, and Pharmacokinetics of Intra Articular AMB-05X Injections in Subjects With Tenosynovial Giant Cell Tumor	Pigmented Villonodular Synovitis; TGCT; Tenosynovial Giant Cell Tumor	Camperdown - AmMax Bio, Clinical Site; Woolloongabba - AmMax Bio, Clinical Site	https://clinicaltrials.gov/ct2/show/NCT05349643
NCT05352672	2021-004453-23	Phase 3	Recruiting	QLD, TAS	25/04/2022		Cemiplimab; Cemiplimab + Fianlimab; Fianlimab; Pembrolizumab; Placebo	placebo; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Cemiplimab; Cemiplimab + Fianlimab; Pembrolizumab; Cemiplimab + Fianlimab; Placebo	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; placebo	2021-004453-23	A Phase 3 Trial of Fianlimab (REGN3767, Anti-LAG-3) + Cemiplimab Versus Pembrolizumab in Patients With Previously Untreated Unresectable Locally Advanced or Metastatic Melanoma	Melanoma	03004 - Melbourne - The Alfred Hospital; 03220 - Geelong - Barwon Health Andrew Love Cancer Centre, University Hospital Geelong; 04814 - Townsville - The Townsville Hospital and Health Service; 05006 - Adelaide - Calvary North Adelaide Hospital; 4215 - Southport - Gold Coast Hospital; 7000 - Hobart - Icon Cancer Centre Hobart	https://clinicaltrials.gov/ct2/show/NCT05352672
NCT05355298	NCT05355298	Phase 1/Phase 2	Recruiting	QLD, VIC, NSW	27/04/2022		AMP945; Gemcitabine; Nab-paclitaxel	antimetabolite; taxane; FAK_inhibitor	AMP945; Gemcitabine; Nab-paclitaxel	FAK_inhibitor; antimetabolite; taxane		A Phase 1b/2a, Multicentre, Open Label Study of the Pharmacokinetics, Safety and Efficacy of AMP945 in Combination With Nab-paclitaxel and Gemcitabine in Pancreatic Cancer Patients	Pancreatic Cancer; PDAC; Pancreatic Ductal Adenocarcinoma	2065 - St Leonards - GenesisCare; 2145 - Westmead - Westmead Hospital; 3021 - St Albans - Western Health; 3121 - Richmond - Epworth Healthcare; 3128 - Box Hill - Epworth Healthcare; 3168 - Clayton - Monash Health; 4120 - Greenslopes - Gallipolli Medical Research Foundation	https://clinicaltrials.gov/ct2/show/NCT05355298
NCT05356741	TCD17730	Phase 1	Recruiting	VIC, NSW	26/04/2022		AMX-818; AMX-818 + Pembrolizumab; Pembrolizumab	ERBB2-XPAT_T-cell_engager; anti-PD-1_monoclonal_antibody; ERBB2-XPAT_T-cell_engager + anti-PD-1_monoclonal_antibody	AMX-818; AMX-818 + Pembrolizumab; AMX-818 + Pembrolizumab	ERBB2-XPAT_T-cell_engager; ERBB2-XPAT_T-cell_engager + anti-PD-1_monoclonal_antibody; ERBB2-XPAT_T-cell_engager + anti-PD-1_monoclonal_antibody	2021-004731-91; TCD17730	A Phase 1, Multicenter, Open-Label, First-in-Human Study of the Safety and Pharmacokinetics of AMX-818 Alone and in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic HER2-Expressing Cancers	Locally Advanced or Metastatic HER2-Expressing Cancers	2031 - Randwick - Investigational site number #101; 3000 - Melbourne - Investigational site number #100	https://clinicaltrials.gov/ct2/show/NCT05356741
NCT05359861	NCT05359861	Phase 2	Recruiting	VIC	28/04/2022		Atezolizumab; Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab + SRF388; Bevacizumab; Placebo; SRF388	anti-IL27_monoclonal_antibody; anti-PD-L1_monoclonal_antibody; anti-IL27_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; placebo; anti-VEGF_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody	Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab + SRF388; Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab + SRF388; Placebo	anti-IL27_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-IL27_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; placebo		A Randomized Phase 2 Trial of Atezolizumab and Bevacizumab in Combination With SRF388 or Placebo in Patients With Untreated Locally Advanced or Metastatic Hepatocellular Carcinoma	Hepatocellular Carcinoma	3004 - Melbourne - The Alfred Hospital; Melbourne - Royal Melbourne Hospital	https://clinicaltrials.gov/ct2/show/NCT05359861
NCT05361395	2021-005462-17	Phase 1	Recruiting	NSW	29/04/2022		Atezolizumab; Atezolizumab + Carboplatin + Etoposide + Tarlatamab; Atezolizumab + Tarlatamab; Carboplatin; Durvalumab; Durvalumab + Tarlatamab; Etoposide; Tarlatamab	bispecific_T_cell_engager_targeting_DLL3; anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3 + platinum-based_antineoplastic_agent + topoisomerase_inhibitor; platinum-based_antineoplastic_agent; topoisomerase_inhibitor; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3	Atezolizumab; Atezolizumab + Carboplatin + Etoposide + Tarlatamab; Atezolizumab + Tarlatamab; Durvalumab; Durvalumab + Tarlatamab; Atezolizumab + Carboplatin + Etoposide + Tarlatamab; Atezolizumab + Tarlatamab; Durvalumab + Tarlatamab	anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3 + platinum-based_antineoplastic_agent + topoisomerase_inhibitor; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3; anti-PD-L1_monoclonal_antibody + bispecific_T_cell_engager_targeting_DLL3 + platinum-based_antineoplastic_agent + topoisomerase_inhibitor	2021-005462-17	A Phase 1b Study Evaluating the Safety and Efficacy of First-Line Tarlatamab in Combination With Carboplatin, Etoposide, and PD-L1 Inhibitor in Subjects With Extensive Stage Small Cell Lung Cancer	Extensive Stage Small Cell Lung Cancer	2050 - Camperdown - Chris OBrien Lifehouse	https://clinicaltrials.gov/ct2/show/NCT05361395
NCT05364073	NCT05364073	Phase 1	Recruiting	NSW, VIC	03/05/2022		Furmonertinib	ERBB2_inhibitor,exon_20_selective; EGFR_inhibitor,third_generation; EGFR_inhibitor,exon_20_selective	Furmonertinib	EGFR_inhibitor,exon_20_selective; EGFR_inhibitor,third_generation; ERBB2_inhibitor,exon_20_selective		A Phase 1b Dose Escalation and Dose Expansion Study Evaluating the Safety, Pharmacokinetics, and Antitumor Activity of Furmonertinib in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC) With Activating Epidermal Growth Factor Receptor (EGFR) or Human Epidermal Growth Factor Receptor 2 (HER2) Mutations	Non-Small Cell Lung Cancer (NSCLC); Metastatic Non-Small Cell Lung Cancer; Advanced Non-Small Cell Lung Cancer; HER2 Exon 20 Mutations; EGFR Exon 20 Mutations; EGFR Uncommon Mutations, Including G719X and S768I	2148 - Blacktown - ArriVent Investigative Site; 3084 - Heidelberg - ArriVent Investigative Site	https://clinicaltrials.gov/ct2/show/NCT05364073
NCT05367440	PETRANHA	Phase 1/Phase 2	Recruiting	VIC, NSW	05/05/2022		AZD5305; AZD5305 + Abiraterone; AZD5305 + Darolutamide; AZD5305 + Enzalutamide; Abiraterone; Darolutamide; Enzalutamide	PARP_inhibitor + antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor + PARP_inhibitor; CYP17A1_inhibitor; antiandrogen,nonsteroidal,second_generation; PARP_inhibitor	AZD5305 + Abiraterone; AZD5305 + Darolutamide; AZD5305 + Enzalutamide; AZD5305 + Abiraterone; AZD5305 + Darolutamide; AZD5305 + Enzalutamide	CYP17A1_inhibitor + PARP_inhibitor; PARP_inhibitor + antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor + PARP_inhibitor; PARP_inhibitor + antiandrogen,nonsteroidal,second_generation	2021-006289-19	A Multi-arm, Open-label Phase I/IIa Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of AZD5305 in Combination With New Hormonal Agents in Patients With Metastatic Prostate Cancer (PETRANHA)	Metastatic Prostate Cancer	2010 - Darlinghurst - Research Site; 2050 - Camperdown - Research Site; 2065 - St. Leonards - Research Site; 3002 - East Melbourne - Research Site; 3004 - Melbourne - Research Site; 3084 - Heidelberg - Research Site	https://clinicaltrials.gov/ct2/show/NCT05367440
NCT05381909	NCT05381909	Phase 1	Recruiting	NZ, VIC, QLD	16/05/2022		Paclitaxel	taxane	Paclitaxel	taxane		A Phase 1 Study Investigating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Antitumor Activity of Second Mitochondrial-derived Activator of Caspases Mimetic BGB-24714 as Monotherapy and With Combination Therapies in Patients With Solid Tumors	Solid Tumor, Adult	1023 - Auckland - Auckland City Hospital; 3000 - Melbourne - Peter Maccallum Cancer Centre; 4101 - South Brisbane - Icon Cancer Care South Brisbane	https://clinicaltrials.gov/ct2/show/NCT05381909
