trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	actualenddate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT05613842	BOP	Phase 2		NSW	2022-11-14	2022-08-09		Lu-177 vipivotide tetraxetan	radioconjugate,PSMA-targeting	Lu-177 vipivotide tetraxetan	radioconjugate,PSMA-targeting	062022-01	Assessment of the Diagnostic Value of 64Cu-SAR-BBN PET Imaging for Men With Negative PSMA PET in Prostate Cancer	Prostate Cancer	2010 - Sydney	https://clinicaltrials.gov/ct2/show/NCT05613842
NCT05614258	ADG206-1001	Phase 1		SA, VIC	2022-11-14	2023-02-13		ADG206	anti-4-1BB_agonistic_antibody	ADG206	anti-4-1BB_agonistic_antibody	ADG206-1001	A First-in-Human (FIH), Open-Label, Phase 1 Study of ADG206, a CD137 Agonist Antibody, in Subjects With Advanced/Metastatic Solid Tumors	Advanced/Metastatic Solid Tumors	5037 - Kurralta Park; 3168 - Clayton	https://clinicaltrials.gov/ct2/show/NCT05614258
NCT05614739	FORAGER-1	Phase 1		NSW	2022-11-14	2023-01-12		Enfortumab Vedotin; Enfortumab Vedotin + LOXO-435 + Pembrolizumab; LOXO-435; LOXO-435 + Pembrolizumab; Pembrolizumab	FGFR3_inhibitor; anti-NECTIN4_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody; FGFR3_inhibitor + anti-NECTIN4_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody; FGFR3_inhibitor + anti-PD-1_monoclonal_antibody	Enfortumab Vedotin + LOXO-435 + Pembrolizumab; LOXO-435; LOXO-435 + Pembrolizumab	FGFR3_inhibitor; FGFR3_inhibitor + anti-NECTIN4_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody; FGFR3_inhibitor + anti-PD-1_monoclonal_antibody	J4G-OX-JZVA  18594	FORAGER-1: A Phase 1, Open-Label, Multicenter Study of LOXO-435 (LY3866288) in Locally Advanced or Metastatic Solid Tumors Including Urothelial Cancer With FGFR3 Alterations	Ureteral Neoplasms; Neoplasm Metastasis; Urinary Bladder Neoplasms	2298 - Waratah; 2065 - St. Leonards; 2010 - Darlinghurst	https://clinicaltrials.gov/ct2/show/NCT05614739
NCT05619913	EPOCH	Phase 2		NSW, QLD, VIC	2022-11-17	2023-05-22		Eribulin; Eribulin + Pembrolizumab; Pembrolizumab	macrocyclic_ketone_analogue; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + macrocyclic_ketone_analogue	Eribulin; Eribulin + Pembrolizumab	anti-PD-1_monoclonal_antibody + macrocyclic_ketone_analogue; macrocyclic_ketone_analogue	ANZGOG 1828/2021	The EPOCH Study: Phase II Open Labelled Study Investigating the Use of Single Agent Eribulin and Eribulin in Combination With Pembrolizumab in Relapsed Tubo-ovarian or Uterine Carcinosarcoma	Uterine Carcinosarcoma; Ovarian Carcinosarcoma	8006 - Melbourne; - Randwick; - Clayton; - Herston	https://clinicaltrials.gov/ct2/show/NCT05619913
NCT05625412	2022-500930-27--IM043-004	Phase 1		NSW, QLD, VIC	2022-11-22	2022-12-09		BMS-986360; BMS-986360 + Capecitabine; BMS-986360 + Docetaxel; BMS-986360 + Nivolumab; Capecitabine; Docetaxel; Nivolumab	fluoropyrimidine; anti-PD-1_monoclonal_antibody; taxane; JNK_inhibitor + anti-PD-1_monoclonal_antibody; JNK_inhibitor + taxane; JNK_inhibitor + fluoropyrimidine; JNK_inhibitor	BMS-986360; BMS-986360 + Capecitabine; BMS-986360 + Docetaxel; BMS-986360 + Nivolumab	JNK_inhibitor; JNK_inhibitor + anti-PD-1_monoclonal_antibody; JNK_inhibitor + fluoropyrimidine; JNK_inhibitor + taxane	2022-500930-27  IM043-004	A Phase 1, Open-label, Multicenter Study of BMS-986360/CC-90001 Alone and in Combination With Chemotherapy or Nivolumab in Advanced Solid Tumors	Advanced Solid Tumors	4120 - Brisbane; 2010 - Darlinghurst; 2065 - St Leonards; 3199 - Frankston	https://clinicaltrials.gov/ct2/show/NCT05625412
NCT05635708	CTR20230892--BGB-LC-201	Phase 2		NSW, WA	2022-12-02	2023-03-07		BGB-15025; BGB-15025 + Tislelizumab; BGB-A445; BGB-A445 + Tislelizumab; Carboplatin; Cisplatin; LBL-007; LBL-007 + Tislelizumab; Paclitaxel; Pemetrexed; Tislelizumab	anti-LAG3_monoclonal_antibody; antimetabolite; HPK1_inhibitor; anti-OX40_agonistic_antibody + anti-PD-1_monoclonal_antibody; anti-OX40_agonistic_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; taxane; platinum-based_antineoplastic_agent; HPK1_inhibitor + anti-PD-1_monoclonal_antibody	BGB-15025 + Tislelizumab; BGB-A445 + Tislelizumab; LBL-007 + Tislelizumab; Tislelizumab; Carboplatin; Cisplatin; Paclitaxel; Pemetrexed	HPK1_inhibitor + anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-OX40_agonistic_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; antimetabolite; platinum-based_antineoplastic_agent; taxane	CTR20230892  BGB-LC-201	Master Protocol: A Phase 2, Open-label, Multi-arm Study of Tislelizumab in Combination With Investigational Agents With or Without Chemotherapy in Patients With Previously Untreated, Locally Advanced, Unresectable, or Metastatic Non-Small Cell Lung Cancer	Metastatic Non-small Cell Lung Cancer; Non-small Cell Lung Cancer	2050 - Camperdown; 2444 - Port Macquarie; 6009 - Nedlands; 2148 - Blacktown; 6008 - Subiaco; 2086 - Frenchs Forest	https://clinicaltrials.gov/ct2/show/NCT05635708
NCT05642780	SKB264-II-06	Phase 2		NSW, QLD, SA	2022-12-08	2023-01-17		Pembrolizumab; Pembrolizumab + Sacituzumab tirumotecan; Sacituzumab tirumotecan	anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate	Pembrolizumab + Sacituzumab tirumotecan	anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate	SKB264-II-06	A Multicenter, Open-label, Phase 2, Basket Study to Evaluate the Efficacy and Safety of SKB264 in Combination With Pembrolizumab in Subjects With Selected Solid Tumors	Solid Tumor	- Kogarah; - Bedford Park; 4066 - Auchenflower	https://clinicaltrials.gov/ct2/show/NCT05642780
NCT05642949	MHB036C-CP001EN	Phase 1		QLD, SA, VIC	2022-12-08			MHB036C	anti-Trop2_antibody-drug_conjugate	MHB036C	anti-Trop2_antibody-drug_conjugate	MHB036C-CP001EN	Phase 1/2, Multi-center, Open-label, Dose Escalation and Cohort Expansion Study to Evaluate the Safety/Tolerability, Pharmacokinetics and Efficacy of MHB036C in Participants With Advanced or Metastatic Solid Tumors	Advanced Solid Tumor	5042 - Adelaide; 4217 - Gold Coast; 3144 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT05642949
NCT05647122	EGRET	Phase 1		NSW, VIC	2022-12-12	2022-12-22		AZD9592; AZD9592 + Bevacizumab + Fluorouracil + Leucovorin; AZD9592 + Osimertinib; Bevacizumab; Fluorouracil; Leucovorin; Osimertinib	anti_EGFR/cMET_antibody-drug_conjugate; Fluorouracil; fluoropyrimidine; anti-VEGF_monoclonal_antibody + anti_EGFR/cMET_antibody-drug_conjugate + fluoropyrimidine + folinic_acid; folinic_acid; anti-VEGF_monoclonal_antibody; EGFR_inhibitor,third_generation + anti_EGFR/cMET_antibody-drug_conjugate; EGFR_inhibitor,third_generation	AZD9592; AZD9592 + Bevacizumab + Fluorouracil + Leucovorin; AZD9592 + Osimertinib	EGFR_inhibitor,third_generation + anti_EGFR/cMET_antibody-drug_conjugate; anti-VEGF_monoclonal_antibody + anti_EGFR/cMET_antibody-drug_conjugate + fluoropyrimidine + folinic_acid; anti_EGFR/cMET_antibody-drug_conjugate; Fluorouracil	2022-501570-18-00  D9350C00001	A Phase I, Multicenter, Open-label, First-in-Human, Dose Escalation and Expansion Study of AZD9592 as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Tumors	Colorectal Neoplasms; Advanced Solid Tumours; Head and Neck Neoplasms; Carcinoma Non-small Cell Lung	2217 - Kogarah; 3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT05647122
NCT05650203	JS009-002-I	Phase 1			2022-12-14			JS-006; JS-006 + JS-009 + Toripalimab; JS-009; MHB088C; Toripalimab	anti-CD112R_monoclonal_antibody; anti-B7H3_antibody-drug_conjugate; anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-CD112R_monoclonal_antibody + anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody	JS-006 + JS-009 + Toripalimab; MHB088C	anti-B7H3_antibody-drug_conjugate; anti-CD112R_monoclonal_antibody + anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody	JS009-002-I	A Phase 1 Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of JS009 Monotherapy and JS009 as a Triple Combination Therapy in Combination With Toripalimab and JS006 in Patients With Advanced Malignancies	Primary Condition: Advanced Tumors		https://clinicaltrials.gov/ct2/show/NCT05650203
NCT05650879	HER2	Phase 1		NSW, WA	2022-12-14	2023-03-20		ELVN-002; ELVN-002 + Trastuzumab Deruxtecan; ELVN-002 + Trastuzumab Emtansine; Trastuzumab Deruxtecan; Trastuzumab Emtansine	ERBB2_inhibitor,exon_20_selective; anti-ERBB2_antibody-drug_conjugate; ERBB2_inhibitor,exon_20_selective + anti-ERBB2_antibody-drug_conjugate	ELVN-002; ELVN-002 + Trastuzumab Deruxtecan; ELVN-002 + Trastuzumab Emtansine	ERBB2_inhibitor,exon_20_selective; ERBB2_inhibitor,exon_20_selective + anti-ERBB2_antibody-drug_conjugate	ELVN-002-001	A Phase 1a/1b Study of ELVN-002 for the Treatment of Patients With HER2 Mutant Non-Small Cell Lung Cancer	HER2-positive Metastatic Breast Cancer; HER2 Mutant Non-small Cell Lung Cancer; HER2 Amplification; HER2 Gene Mutation	2010 - Darlinghurst; 6009 - Nedlands; 2145 - Westmead	https://clinicaltrials.gov/ct2/show/NCT05650879
NCT05652855	MHB088C-CP001EN	Phase 1		QLD, SA, VIC	2022-12-15			MHB088C	anti-B7H3_antibody-drug_conjugate	MHB088C	anti-B7H3_antibody-drug_conjugate	MHB088C-CP001EN	Phase 1/2, Two-Part, Multi-center, Open-label, Dose Escalation and Dose Expansion First-In-Human Study to Evaluate the Safety/Tolerability, Pharmacokinetics and Efficacy of MHB088C in Participants With Advanced or Metastatic Solid Tumors	Advanced or Metastatic Solid Tumors	5042 - Adelaide; 3144 - Melbourne; 4217 - Gold Coast	https://clinicaltrials.gov/ct2/show/NCT05652855
NCT05652868	KisMET-01--MYTX-011-01	Phase 1		NSW, SA	2022-12-15	2023-03-23		MYTX-011	anti-cMET_antibody-drug_conjugate	MYTX-011	anti-cMET_antibody-drug_conjugate	KisMET-01  MYTX-011-01	A Phase 1 Multicenter Dose Escalation and Dose Expansion Study of Antibody-Drug Conjugate MYTX-011 in Subjects With Non-Small Cell Lung Cancer - KisMET-01	NSCLC Stage IV; NSCLC Stage IIIB; Non-Small Cell Lung Cancer; Advanced Non-Small Cell Squamous Lung Cancer; Advanced Non-Small Cell Lung Cancer; Advanced Non-Small Cell Non-Squamous Lung Cancer; NSCLC	2050 - Camperdown; 5000 - Adelaide; 5011 - Adelaide; 2148 - Blacktown	https://clinicaltrials.gov/ct2/show/NCT05652868
NCT05654623	VERITAC-2	Phase 3		NSW, QLD, SA, TAS, VIC	2022-12-16	2023-03-03		Fulvestrant; Vepdegestrant	selective_estrogen_receptor_degrader; ER_PROTAC_degrader	Fulvestrant; Vepdegestrant	ER_PROTAC_degrader; selective_estrogen_receptor_degrader	2022-500544-38-00  C4891001	A PHASE 3, RANDOMIZED, OPEN-LABEL, MULTICENTER TRIAL OF ARV-471 (PF-07850327) VS FULVESTRANT IN PARTICIPANTS WITH ESTROGEN RECEPTOR-POSITIVE, HER2-NEGATIVE ADVANCED BREAST CANCER WHOSE DISEASE PROGRESSED AFTER PRIOR ENDOCRINE BASED TREATMENT FOR ADVANCED DISEASE (VERITAC-2)	Advanced Breast Cancer	4575 - Birtinya; 5037 - Kurralta Park; 2450 - Coffs Harbour; 3186 - Brighton; 4102 - Woolloongabba; 3220 - Geelong; 7000 - Hobart; 3144 - Malvern	https://clinicaltrials.gov/ct2/show/NCT05654623
NCT05668988	DZ2022E0005	Phase 3		NSW, VIC, WA	2022-12-30	2022-12-13		Carboplatin; Pemetrexed; Sunvozertinib	antimetabolite; platinum-based_antineoplastic_agent; ERBB2_inhibitor,exon_20_selective; EGFR_inhibitor,exon_20_selective	Sunvozertinib; Carboplatin; Pemetrexed	EGFR_inhibitor,exon_20_selective; ERBB2_inhibitor,exon_20_selective; antimetabolite; platinum-based_antineoplastic_agent	DZ2022E0005	A Phase 3, Open-Label, Randomized, Multi-Center Study of DZD9008 Versus Platinum-Based Doublet Chemotherapy as First-Line Treatment for Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer Harboring Epidermal Growth Factor Receptor Exon 20 Insertion Mutation	Non-small Cell Lung Cancer	- Randwick; - Concord; - Nedlands; - Melbourne	https://clinicaltrials.gov/ct2/show/NCT05668988
NCT05671510	PRESERVE-003	Phase 3		NSW, QLD, SA	2023-01-04	2023-06-28		Docetaxel; ONC392	taxane; anti-CTLA4_monoclonal_antibody	Docetaxel; ONC392	taxane; anti-CTLA4_monoclonal_antibody	PRESERVE-003	Phase 3, Two-stage, Randomized Study of ONC-392 Versus Docetaxel in Metastatic Non-Small Cell Lung Cancers That Progressed on PD-1/PD-L1 Inhibitors	Non Small Cell Lung Cancer	5000 - Adelaide; - New Lambton Heights; 4006 - Newstead; 2200 - Bankstown	https://clinicaltrials.gov/ct2/show/NCT05671510
NCT05676931	EDGE-Lung	Phase 2		NSW, QLD, SA, WA	2023-01-09	2023-02-21		Docetaxel; Docetaxel + Domvanalimab + Zimberelimab; Docetaxel + Quemliclustat + Zimberelimab; Domvanalimab; Domvanalimab + Quemliclustat + Zimberelimab; Domvanalimab + Zimberelimab; Quemliclustat; Quemliclustat + Zimberelimab; Zimberelimab	CD73_inhibitor + anti-PD-1_monoclonal_antibody; CD73_inhibitor + anti-PD-1_monoclonal_antibody + taxane; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + taxane; anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody; taxane; CD73_inhibitor + anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; CD73_inhibitor	Docetaxel + Domvanalimab + Zimberelimab; Docetaxel + Quemliclustat + Zimberelimab; Domvanalimab + Quemliclustat + Zimberelimab; Domvanalimab + Zimberelimab; Quemliclustat + Zimberelimab	CD73_inhibitor + anti-PD-1_monoclonal_antibody; CD73_inhibitor + anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; CD73_inhibitor + anti-PD-1_monoclonal_antibody + taxane; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + taxane	2022-502916-35-01  EDGE-Lung	A Phase II, Open-label, Platform Study, to Evaluate Immunotherapy-based Combinations in Participants With Advanced Non-Small Cell Lung Cancer	Advanced Non-Small Cell Lung Cancer	6009 - Nedlands; 4217 - Benowa; 2450 - Coffs Harbour; 5000 - Adelaide; - Albury	https://clinicaltrials.gov/ct2/show/NCT05676931
NCT05678673	STELLAR-304	Phase 3		NSW, QLD, SA, VIC	2023-01-10	2023-01-01		Nivolumab; Nivolumab + Zanzalintinib; Sunitinib; Zanzalintinib	VEGFR_inhibitor; anti-PD-1_monoclonal_antibody; MET/VEGFR2/AXL/MER_inhibitor + anti-PD-1_monoclonal_antibody; KIT_inhibitor,first_generation; MET/VEGFR2/AXL/MER_inhibitor; PDGFR_inhibitor	Nivolumab + Zanzalintinib; Sunitinib	KIT_inhibitor,first_generation; MET/VEGFR2/AXL/MER_inhibitor + anti-PD-1_monoclonal_antibody; PDGFR_inhibitor; VEGFR_inhibitor	EU CTR: 2022-501703-27-0  XL092-304	A Randomized Open-Label Phase 3 Study of XL092 + Nivolumab vs Sunitinib in Subjects With Advanced or Metastatic Non-Clear Cell Renal Cell Carcinoma	Non-Clear Cell Renal Cell Carcinoma	3021 - Camperdown; 4814 - Douglas; 4101 - South Brisbane; 2298 - Waratah; 2145 - Sydney; 2640 - Albury; 2109 - Macquarie; 4032 - Chermside; 5112 - Elizabeth Vale; 3128 - Box Hill; 3021 - St Albans; 2170 - Liverpool	https://clinicaltrials.gov/ct2/show/NCT05678673
NCT05694936	VADER	Phase 2		NSW, SA, VIC	2023-01-23	2023-01-23		Cetuximab; Cetuximab + Panitumumab; Cetuximab + Panitumumab + Sodium Valproate; Panitumumab; Sodium Valproate	anti-EGFR_monoclonal_antibody; HDAC_inhibitor + anti-EGFR_monoclonal_antibody; HDAC_inhibitor	Cetuximab + Panitumumab; Cetuximab + Panitumumab + Sodium Valproate	HDAC_inhibitor + anti-EGFR_monoclonal_antibody; anti-EGFR_monoclonal_antibody	VADER	A Phase II Randomised Controlled Trial to Determine the Efficacy of Combining the HDAC Inhibitor Sodium Valproate With EGFR Monoclonal Antibody (Panitumumab or Cetuximab) Maintenance in the First-line Treatment of Patients With RAS Wild Type Metastatic Colorectal Cancer (CRC)	Metastatic Colorectal Cancer	2065 - Saint Leonards; 3000 - Melbourne; 5000 - Adelaide; 3350 - Ballarat Central; 5042 - Bedford Park; 3128 - Box Hill; 3084 - Melbourne; 3199 - Frankston; 3280 - Warrnambool	https://clinicaltrials.gov/ct2/show/NCT05694936
NCT05696626	ELAINEIII	Phase 3		NSW, QLD	2023-01-25	2023-10-31		Abemaciclib; Fulvestrant; Lasofoxifene; Palbociclib; Palbociclib + Ribociclib; Ribociclib	CDK4/6_inhibitor; selective_estrogen_receptor_modulator; selective_estrogen_receptor_degrader	Palbociclib + Ribociclib; Abemaciclib; Fulvestrant; Lasofoxifene	CDK4/6_inhibitor; selective_estrogen_receptor_degrader; selective_estrogen_receptor_modulator	SMX 22-002	An Open Label, Randomized, Multicenter Study Comparing the Efficacy and Safety of the Combination of Lasofoxifene and Abemaciclib to the Combination of Fulvestrant and Abemaciclib for the Treatment of Pre- and Postmenopausal Women and Men With Locally Advanced or Metastatic ER+/HER2- Breast Cancer With an ESR1 Mutation	Metastatic Breast Cancer	- South Brisbane; - Concord; - Blacktown	https://clinicaltrials.gov/ct2/show/NCT05696626
NCT05712356	BOLSTER	Phase 2			2023-02-03	2023-08-24		Certepetide; Cisplatin; Durvalumab; Gemcitabine; Placebo	placebo; antimetabolite; platinum-based_antineoplastic_agent; tumor-homing_peptide_iRGD; anti-PD-L1_monoclonal_antibody; gemcitabine	Certepetide; Cisplatin; Durvalumab; Gemcitabine; Placebo	tumor-homing_peptide_iRGD; anti-PD-L1_monoclonal_antibody; antimetabolite; gemcitabine; placebo; platinum-based_antineoplastic_agent	2023-503740-14  LSTA1-P02	A Phase 2a, Double-blind, Placebo-controlled, Multi-center, Randomized Study Evaluating LSTA1 When Added to Standard of Care (SoC) Versus Standard of Care Alone in Subjects With Advanced Solid Tumors (BOLSTER)	Intrahepatic Cholangiocarcinoma; Bile Duct Cancer; Cholangiocarcinoma; Gallbladder Carcinoma; Gall Bladder Cancer; Extrahepatic Cholangiocarcinoma; Gall Bladder Carcinoma; Gallbladder Cancer		https://clinicaltrials.gov/ct2/show/NCT05712356
NCT05712889	VNC-236-101	Phase 1		NSW, QLD, SA	2023-02-06	2023-01-24		VIP236	small-molecule-drug-conjugate,alpha-V-beta-3-targeting	VIP236	small-molecule-drug-conjugate,alpha-V-beta-3-targeting	VNC-236-101	An Open-label, Multicenter Phase 1 Study to Characterize Safety, Tolerability, Preliminary Antitumor Activity and Pharmacokinetics of VIP236 Monotherapy in Subjects With Advanced Cancer	Neoplasms	2109 - Macquarie Park; 4101 - Brisbane; 5037 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05712889
NCT05718895	CLINCH	Phase 1		QLD, SA, VIC	2023-02-08	2023-03-27		ATG 022	anti-CLDN18.2_antibody-drug_conjugate	ATG 022	anti-CLDN18.2_antibody-drug_conjugate	ATG-022-ST-001	An Open, Multi-center, Phase I Clinical Study of ATG 022 in Patients With Advanced/Metastatic Solid Tumors	Advanced/Metastatic Solid Tumors	- Malvern; - South Brisbane; - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05718895
NCT05720130	TheraPb-ADVC001	Phase 1		QLD	2023-02-09	2023-03-15		212Pb-ADVC001	radioligand,PSMA-targeting	212Pb-ADVC001	radioligand,PSMA-targeting	TheraPb-ADVC001	Phase Ib/IIa Dose Escalation and Expansion Study of [²¹²Pb]Pb-ADVC001 in Metastatic Castration Resistant Prostate Cancer (TheraPb - Phase I/II Study).	Prostate Cancer; Metastatic Castration-resistant Prostate Cancer	4029 - Brisbane; 4102 - Brisbane	https://clinicaltrials.gov/ct2/show/NCT05720130
NCT05725291	AMT-116-01	Phase 1		NSW, QLD, SA, VIC	2023-02-13	2023-07-25		AMT-116	anti-CD44v9_antibody-drug_conjugate	AMT-116	anti-CD44v9_antibody-drug_conjugate	AMT-116-01	First-in-Human, Phase 1 Study of AMT-116 in Patients With Advanced Solid Tumors	Advanced Solid Tumor	2109 - Syd; 5042 - Adelaide; 3144 - Victoria Park; - Brisbane; 3084 - Victoria Park; 3004 - Victoria Park	https://clinicaltrials.gov/ct2/show/NCT05725291
NCT05727176	FOENIX-CCA4	Phase 2		NSW, VIC, WA	2023-02-14	2023-07-05		Futibatinib	pan-FGFR_inhibitor,irreversible	Futibatinib	pan-FGFR_inhibitor,irreversible	2023-503665-39  TAS-120-205	Phase 2 Study of Futibatinib 20 mg and 16 mg in Patients With Advanced Cholangiocarcinoma With FGFR2 Fusions or Rearrangements	FGFR2 Fusions; Gene Rearrangement; Advanced Cholangiocarcinoma	3004 - Melbourne; 6008 - Subiaco; 2010 - Sydney	https://clinicaltrials.gov/ct2/show/NCT05727176
NCT05727904	TILVANCE-301--IOV-MEL-301	Phase 3		NSW, QLD, SA, VIC, WA	2023-02-14	2023-03-30		Lifileucel; Lifileucel + Pembrolizumab; Pembrolizumab	autologous_tumor-infiltrating_lymphocytes_therapy; anti-PD-1_monoclonal_antibody + autologous_tumor-infiltrating_lymphocytes_therapy; anti-PD-1_monoclonal_antibody	Lifileucel + Pembrolizumab; Pembrolizumab	anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + autologous_tumor-infiltrating_lymphocytes_therapy	TILVANCE-301  IOV-MEL-301	A Phase 3, Multicenter, Randomized, Open-label, Parallel Group, Treatment Study to Assess the Efficacy and Safety of the Lifileucel (LN-144, Autologous Tumor Infiltrating Lymphocytes [TIL]) Regimen in Combination With Pembrolizumab Compared With Pembrolizumab Monotherapy in Participants With Untreated, Unresectable or Metastatic Melanoma	Melanoma; Unresectable Melanoma; Metastatic Melanoma	6150 - Murdoch; 4120 - Greenslopes; 3000 - Melbourne; NSW 2145 - Westmead; 5042 - Bedford Park	https://clinicaltrials.gov/ct2/show/NCT05727904
NCT05735080	INX-315-01	Phase 1		QLD, VIC	2023-02-21	2023-03-28		Abemaciclib; Abemaciclib + Fulvestrant + INX-315; Fulvestrant; Fulvestrant + INX-315; INX-315	CDK2_inhibitor + CDK4/6_inhibitor + selective_estrogen_receptor_degrader; selective_estrogen_receptor_degrader; CDK2_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor; CDK2_inhibitor	Abemaciclib + Fulvestrant + INX-315; Fulvestrant + INX-315; INX-315	CDK2_inhibitor; CDK2_inhibitor + CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK2_inhibitor + selective_estrogen_receptor_degrader	INX-315-01	A Phase 1/2, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of INX-315 in Patients With Advanced Cancer	Human Epidermal Growth Factor 2 Negative Carcinoma of Breast; CCNE1 Amplification; Breast Cancer; Advanced Cancer; Ovarian Cancer; Solid Tumor; Hormone Receptor Positive Tumor; Breast Cancer Metastatic; Metastatic Cancer	4101 - South Brisbane; 3052 - Parkville	https://clinicaltrials.gov/ct2/show/NCT05735080
NCT05740566	DeLLphi-304	Phase 3		NSW, VIC	2023-02-23	2023-05-31		Amrubicin; Lurbinectedin; Tarlatamab; Topotecan	topoisomerase_inhibitor; DNA_minor_groove-binding_agent; anthracycline; bispecific_T-cell_engager,DLL3-targeting	Tarlatamab; Amrubicin; Lurbinectedin; Topotecan	bispecific_T-cell_engager,DLL3-targeting; DNA_minor_groove-binding_agent; anthracycline; topoisomerase_inhibitor	20210004	A Randomized, Open-label, Phase 3 Study of Tarlatamab Compared With Standard of Care in Subjects With Relapsed Small Cell Lung Cancer After Platinum-based First-line Chemotherapy	Small Cell Lung Cancer (SCLC)	2170 - Liverpool; 2298 - Waratah; 3004 - Melbourne; 3168 - Clayton	https://clinicaltrials.gov/ct2/show/NCT05740566
NCT05743036	Z0011001--ZN-c3-016	Phase 1		SA, VIC	2023-02-24	2023-02-27		Azenosertib; Azenosertib + Cetuximab + Encorafenib; Cetuximab; Encorafenib	BRAF_V600_inhibitor + WEE1_inhibitor + anti-EGFR_monoclonal_antibody; anti-EGFR_monoclonal_antibody; WEE1_inhibitor; BRAF_V600_inhibitor	Azenosertib + Cetuximab + Encorafenib	BRAF_V600_inhibitor + WEE1_inhibitor + anti-EGFR_monoclonal_antibody	Z0011001  ZN-c3-016	A Phase 1/2, Open-Label, Multi-Center Study of ZN-c3 Administered in Combination With Encorafenib and Cetuximab in Adults With Metastatic Colorectal Cancer	Metastatic Colorectal Cancer	3000 - Melbourne; 5011 - Woodville South	https://clinicaltrials.gov/ct2/show/NCT05743036
NCT05756907	SB221	Phase 1		NSW, SA	2023-03-07	2023-09-15		Atezolizumab; Atezolizumab + SON-1010; SON-1010	IL-12_variant + anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody; IL-12_variant	Atezolizumab + SON-1010; SON-1010	IL-12_variant; IL-12_variant + anti-PD-L1_monoclonal_antibody	SB221	A Proof-of-Concept Study to Assess the Combination of SON-1010 (IL12-FHAB) and Atezolizumab in Patients With Platinum-resistant Ovarian Cancer	Platinum-resistant Ovarian Cancer; Advanced Solid Tumor	2148 - Blacktown; 5037 - Kurralta Park; 2640 - Albury	https://clinicaltrials.gov/ct2/show/NCT05756907
NCT05759728	CNA3103-001	Phase 1		SA	2023-03-08	2023-10-24		CNA3103	autologous_CAR-T-cell_therapy,LGR5-targeting	CNA3103	autologous_CAR-T-cell_therapy,LGR5-targeting	CNA3103-001	A Phase 1/2a, Multicenter, Open-Label, Dose Escalation and Expansion Study of CNA3103 (LGR5-targeted, Autologous CAR-T Cells) Administered to Adult Subjects With Metastatic Colorectal Cancer	Colorectal Cancer Metastatic	5000 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05759728
